Date,Open,High,Low,Close,Volume,Adj Close
1976-08-02,7.85,7.85,7.66,7.66,000,7.66
1976-07-01,7.88,7.88,7.76,7.86,000,7.86
1976-06-01,7.94,7.94,7.80,7.86,000,7.86
1976-05-03,7.69,8.00,7.66,7.96,000,7.96
1976-04-01,7.68,7.68,7.47,7.67,000,7.67
1976-03-01,7.86,7.86,7.64,7.66,000,7.66
1976-02-02,7.80,7.88,7.68,7.77,000,7.77
1976-01-02,7.77,7.83,7.63,7.80,000,7.80
1975-12-01,8.12,8.23,7.73,7.76,000,7.76
1975-11-03,7.97,8.21,7.90,8.14,000,8.14
1975-10-01,8.47,8.47,7.91,7.91,000,7.91
1975-09-02,8.26,8.59,8.26,8.48,000,8.48
1975-08-01,8.26,8.48,8.22,8.22,000,8.22
1975-07-01,7.97,8.20,7.97,8.20,000,8.20
1975-06-02,8.02,8.02,7.65,7.96,000,7.96
1975-05-01,8.31,8.31,7.98,8.04,000,8.04
1975-04-01,8.08,8.35,8.08,8.31,000,8.31
1975-03-03,7.50,8.08,7.48,8.01,000,8.01
1975-02-03,7.49,7.50,7.22,7.46,000,7.46
1975-01-02,7.42,7.64,7.35,7.53,000,7.53
1974-12-02,7.71,7.74,7.25,7.40,000,7.40
1974-11-01,7.80,7.80,7.59,7.64,000,7.64
1974-10-01,7.97,8.04,7.79,7.79,000,7.79
1974-09-03,8.11,8.13,7.91,7.94,000,7.94
1974-08-01,7.92,8.16,7.92,8.11,000,8.11
1974-07-01,7.65,7.91,7.65,7.89,000,7.89
1974-06-03,7.53,7.64,7.46,7.64,000,7.64
1974-05-01,7.62,7.70,7.49,7.52,000,7.52
1974-04-01,7.42,7.66,7.42,7.66,000,7.66
1974-03-01,7.08,7.41,7.06,7.41,000,7.41
1974-02-01,7.00,7.01,6.93,7.01,000,7.01
1974-01-02,6.94,7.02,6.94,7.00,000,7.00
1973-12-03,6.69,6.91,6.67,6.90,000,6.90
1973-11-01,6.71,6.79,6.69,6.69,000,6.69
1973-10-01,6.91,6.91,6.71,6.71,000,6.71
1973-09-04,7.21,7.21,6.90,6.90,000,6.90
1973-08-01,7.55,7.58,7.23,7.25,000,7.25
1973-07-02,7.01,7.43,7.01,7.43,000,7.43
1973-06-01,6.96,6.98,6.85,6.94,000,6.94
1973-05-01,6.72,6.93,6.72,6.93,000,6.93
1973-04-02,6.74,6.74,6.62,6.70,000,6.70
1973-03-01,6.65,6.77,6.65,6.73,000,6.73
1973-02-01,6.60,6.66,6.60,6.64,000,6.64
1973-01-02,6.43,6.55,6.40,6.54,000,6.54
1972-12-01,6.29,6.41,6.29,6.41,000,6.41
1972-11-01,6.39,6.39,6.23,6.28,000,6.28
1972-10-02,6.54,6.54,6.41,6.41,000,6.41
1972-09-01,6.43,6.62,6.43,6.54,000,6.54
1972-08-01,6.14,6.42,6.14,6.42,000,6.42
1972-07-03,6.14,6.14,6.08,6.12,000,6.12
1972-06-01,6.07,6.15,6.07,6.15,000,6.15
1972-05-01,6.14,6.20,6.04,6.05,000,6.05
1972-04-03,6.14,6.25,6.11,6.14,000,6.14
1972-03-01,6.04,6.12,6.01,6.12,000,6.12
1972-02-01,6.09,6.12,6.04,6.04,000,6.04
1972-01-03,5.94,6.09,5.85,6.09,000,6.09
1971-12-01,5.92,6.01,5.86,5.89,000,5.89
1971-11-01,5.80,5.95,5.72,5.93,000,5.93
1971-10-01,6.00,6.01,5.86,5.87,000,5.87
1971-09-01,6.22,6.22,6.00,6.00,000,6.00
1971-08-02,6.86,6.91,6.28,6.28,000,6.28
1971-07-01,6.69,6.95,6.59,6.85,000,6.85
1971-06-01,6.36,6.73,6.19,6.70,000,6.70
1971-05-03,6.15,6.65,6.15,6.38,000,6.38
1971-04-01,5.58,6.08,5.58,6.08,000,6.08
1971-03-01,6.12,6.12,5.38,5.53,000,5.53
1971-02-01,6.09,6.18,6.07,6.14,000,6.14
1971-01-04,6.46,6.47,6.05,6.09,000,6.09
1970-12-01,6.48,6.57,6.21,6.50,000,6.50
1970-11-02,7.24,7.24,6.32,6.49,000,6.49
1970-10-01,7.29,7.46,7.23,7.33,000,7.33
1970-09-01,7.47,7.54,7.24,7.29,000,7.29
1970-08-03,7.39,7.71,7.39,7.49,000,7.49
1970-07-01,7.64,7.64,7.32,7.38,000,7.38
1970-06-01,7.84,7.98,7.68,7.68,000,7.68
1970-05-01,7.85,8.22,7.78,7.95,000,7.95
1970-04-01,7.04,7.82,7.04,7.82,000,7.82
1970-03-02,6.95,7.36,6.95,7.08,000,7.08
1970-02-02,7.65,7.65,6.90,6.90,000,6.90
1970-01-02,7.86,7.99,7.67,7.75,000,7.75
1969-12-01,7.29,8.05,7.29,7.88,000,7.88
1969-11-03,6.90,7.31,6.90,7.29,000,7.29
1969-10-01,7.52,7.52,6.77,6.94,000,6.94
1969-09-02,6.87,7.51,6.87,7.51,000,7.51
1969-08-01,6.66,6.83,6.60,6.83,000,6.83
1969-07-01,6.75,6.82,6.64,6.66,000,6.66
1969-06-02,6.56,6.73,6.49,6.73,000,6.73
1969-05-01,6.25,6.56,6.19,6.56,000,6.56
1969-04-01,6.25,6.28,6.06,6.20,000,6.20
1969-03-03,6.25,6.35,6.24,6.30,000,6.30
1969-02-03,6.22,6.27,6.09,6.26,000,6.26
1969-01-02,6.04,6.19,5.95,6.19,000,6.19
1968-12-02,5.89,6.27,5.89,6.16,000,6.16
1968-11-01,5.61,5.78,5.61,5.78,000,5.78
1968-10-01,5.49,5.65,5.49,5.61,000,5.61
1968-09-03,5.41,5.51,5.41,5.49,000,5.49
1968-08-01,5.38,5.50,5.34,5.42,000,5.42
1968-07-01,5.62,5.62,5.37,5.39,000,5.39
1968-06-03,5.79,5.83,5.60,5.64,000,5.64
1968-05-01,5.73,6.02,5.73,5.86,000,5.86
1968-04-01,5.64,5.78,5.49,5.74,000,5.74
1968-03-01,5.56,5.95,5.56,5.76,000,5.76
1968-02-01,5.58,5.61,5.50,5.56,000,5.56
1968-01-02,5.63,5.63,5.43,5.54,000,5.54
1967-12-01,5.78,5.78,5.62,5.70,000,5.70
1967-11-01,5.70,5.87,5.65,5.74,000,5.74
1967-10-02,5.35,5.64,5.35,5.64,000,5.64
1967-09-01,5.25,5.38,5.20,5.31,000,5.31
1967-08-01,5.18,5.32,5.18,5.27,000,5.27
1967-07-03,5.22,5.23,5.06,5.16,000,5.16
1967-06-01,4.81,5.22,4.81,5.22,000,5.22
1967-05-01,4.77,4.94,4.75,4.81,000,4.81
1967-04-03,4.50,4.78,4.48,4.78,000,4.78
1967-03-01,4.66,4.66,4.45,4.50,000,4.50
1967-02-01,4.52,4.74,4.51,4.72,000,4.72
1967-01-03,4.69,4.71,4.47,4.52,000,4.52
1966-12-01,5.09,5.10,4.64,4.64,000,4.64
1966-11-01,4.99,5.23,4.99,5.12,000,5.12
1966-10-03,5.08,5.08,4.94,4.97,000,4.97
1966-09-01,5.30,5.32,4.99,5.02,000,5.02
1966-08-01,5.05,5.51,5.04,5.36,000,5.36
1966-07-01,4.99,5.10,4.95,5.05,000,5.05
1966-06-01,4.79,4.97,4.75,4.97,000,4.97
1966-05-02,4.80,4.81,4.75,4.80,000,4.80
1966-04-01,4.70,4.80,4.66,4.79,000,4.79
1966-03-01,5.01,5.01,4.70,4.71,000,4.71
1966-02-01,4.69,5.02,4.69,5.02,000,5.02
1966-01-03,4.63,4.69,4.56,4.69,000,4.69
1965-12-01,4.52,4.67,4.52,4.65,000,4.65
1965-11-01,4.43,4.48,4.43,4.48,000,4.48
1965-10-01,4.36,4.41,4.30,4.41,000,4.41
1965-09-01,4.28,4.36,4.27,4.35,000,4.35
1965-08-02,4.22,4.27,4.22,4.27,000,4.27
1965-07-01,4.20,4.22,4.20,4.22,000,4.22
1965-06-01,4.23,4.23,4.19,4.20,000,4.20
1965-05-03,4.21,4.23,4.20,4.23,000,4.23
1965-04-01,4.20,4.21,4.19,4.21,000,4.21
1965-03-01,4.22,4.24,4.18,4.20,000,4.20
1965-02-01,4.20,4.22,4.20,4.22,000,4.22
1965-01-04,4.20,4.20,4.17,4.19,000,4.19
1964-12-01,4.20,4.21,4.15,4.21,000,4.21
1964-11-02,4.15,4.20,4.12,4.20,000,4.20
1964-10-01,4.18,4.21,4.16,4.16,000,4.16
1964-09-01,4.21,4.22,4.17,4.18,000,4.18
1964-08-03,4.19,4.21,4.18,4.21,000,4.21
1964-07-01,4.15,4.21,4.15,4.19,000,4.19
1964-06-01,4.19,4.19,4.15,4.15,000,4.15
1964-05-01,4.22,4.22,4.19,4.19,000,4.19
1964-04-01,4.23,4.25,4.22,4.22,000,4.22
1964-03-02,4.17,4.26,4.17,4.23,000,4.23
1964-02-03,4.15,4.18,4.13,4.18,000,4.18
1964-01-02,4.14,4.18,4.14,4.15,000,4.15
1963-12-02,4.09,4.15,4.09,4.14,000,4.14
1963-11-01,4.15,4.17,4.08,4.08,000,4.08
1963-10-01,4.07,4.15,4.07,4.15,000,4.15
1963-09-03,4.03,4.09,4.03,4.07,000,4.07
1963-08-01,3.99,4.02,3.99,4.02,000,4.02
1963-07-01,4.01,4.05,3.99,4.00,000,4.00
1963-06-03,3.98,4.00,3.98,4.00,000,4.00
1963-05-01,3.94,3.96,3.90,3.96,000,3.96
1963-04-01,3.95,4.01,3.95,3.95,000,3.95
1963-03-01,3.93,3.96,3.91,3.95,000,3.95
1963-02-01,3.88,3.95,3.88,3.94,000,3.94
1963-01-02,3.82,3.87,3.80,3.87,000,3.87
1962-12-03,3.93,3.94,3.79,3.85,000,3.85
1962-11-01,3.92,3.93,3.89,3.92,000,3.92
1962-10-01,3.93,3.95,3.88,3.92,000,3.92
1962-09-04,3.96,4.01,3.94,3.94,000,3.94
1962-08-01,4.03,4.03,3.94,3.96,000,3.96
1962-07-02,4.00,4.05,3.99,4.04,000,4.04
1962-06-01,3.89,4.00,3.86,4.00,000,4.00
1962-05-01,3.85,3.94,3.82,3.90,000,3.90
1962-04-02,3.86,3.89,3.78,3.86,000,3.86
1962-03-01,3.98,4.01,3.83,3.86,000,3.86
1962-02-01,4.09,4.09,4.00,4.00,000,4.00
1962-01-02,4.06,4.13,3.99,4.10,000,4.10
